,Labels,Message
607,spam,xclusive clubsaisai morow soiree speciale zouk nichols paris free rose lady info
608,ham,meant say cant wait see u getting bored bridgwater banter
609,ham,neva mind ok
610,ham,fine imma get drink somethin want come find
611,spam,day kick euro u kept date latest news result daily removed send get txt stop
612,ham,valentine game send dis msg ur friend answer r someone really love u ques colour suit best rply
613,ham,many dependent
614,ham,thanx today cer nice catch ave find time often oh well take care c u soon c
615,ham,called said choose future
616,ham,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle st
617,ham,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
618,ham,family happiness
619,ham,come n pick come immediately aft ur lesson
620,ham,let snow let snow kind weather brings ppl together friendship grow
621,ham,dear got lt gt dollar hi hi
622,ham,good word word may leave u dismay many time
623,ham,make sure alex know birthday fifteen minute far concerned
624,ham,sorry got thing may pub later
625,ham,nah straight bring bud drink something actually little useful straight cash
626,ham,haha good hear officially paid market th
627,ham,many lick take get center tootsie pop
628,ham,yup thk r e teacher said make face look longer darren ask cut short
629,spam,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddy com txt one name
630,spam,today vodafone number ending selected receive award number match call receive award
631,ham,please dont say like hi hi hi
632,ham,thank u
633,ham,oh forwarded message thought send
634,ham,got seventeen pound seven hundred ml hope ok
635,spam,dear voucher holder claim week offer pc go http www e tlp co uk expressoffer t c apply stop text txt stop
636,ham,n funny
637,ham,sweetheart hope kind day one load reason smile biola
638,ham,login dat time dad fetching home
639,ham,shower baby
640,ham,askd u question hour answer
641,ham,well imma definitely need restock thanksgiving let know
642,ham,said kiss kiss sound effect gorgeous man kind person need smile brighten day
643,ham,probably gon na swing wee bit
644,ham,ya nice ready thursday
645,ham,allo braved bus taken train triumphed mean b ham jolly good rest week
646,ham,watching cartoon listening music amp eve go temple amp church u
647,ham,mind ask happened dont say uncomfortable
648,spam,private account statement show un redeemed point call identifier code expires
649,ham,prob send email
650,spam,cash prize claim call c rstm sw s ppm
651,ham,thats cool sometimes slow gentle sonetimes rough hard
652,ham,gon na say sorry would normal starting panic time sorry seeing tuesday
653,ham,wait know wesley town bet hella drug
654,ham,fine miss much
655,ham,u got person story
656,ham,tell drug dealer getting impatient
657,ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
658,ham,place man
659,ham,doesnt make sense take unless free need know wikipedia com
660,spam,premium phone service call
661,ham,sea lay rock rock envelope envelope paper paper word
662,ham,mum repent
663,ham,sorry going home first daddy come fetch later
664,ham,leave de start prepare next
665,ham,yes baby study position kama sutra
666,ham,en chikku nange bakra msg kalstiya tea coffee
667,ham,carlos minute still need buy
668,ham,pay lt decimal gt lakh
669,ham,good evening ttyl
670,ham,u receive msg
671,ham,ho ho big belly laugh see ya tomo
672,spam,sm ac sun post hello seem cool wanted say hi hi stop send stop
673,spam,get ur st ringtone free reply msg tone gr top tone phone every week per wk opt send stop
674,ham,ditto worry saying anything anymore like said last night whatever want peace
675,ham,got lt gt way could pick
676,ham,dont knw pa drink milk
677,ham,maybe say hi find got card great escape wetherspoons
678,ham,piggy r u awake bet u still sleeping going lunch
679,ham,cause freaky lol
680,ham,missed call cause yelling scrappy miss u wait u come home lonely today
681,ham,hex place talk explain
682,ham,log wat sdryb
683,ham,xy going e lunch
684,spam,hi sue year old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg
685,ham,wanted ask wait finish lect co lect finish hour anyway
686,ham,finished work yet
687,ham,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
688,ham,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged an holiday
689,ham,thanks love torch bold
690,spam,forwarded please call immediately urgent message waiting
691,ham,farm open
692,ham,sorry trouble u buy dad big small sat n sun thanx
693,ham,sister law hope great month saying hey abiola
694,ham,purchase stuff today mail po box number
695,ham,ah poop look like ill prob send laptop get fixed cuz gpu problem
696,ham,good good job like entrepreneur
697,ham,aight close still around alex place
698,ham,meet corporation st outside gap see mind working
699,ham,mum ask buy food home
700,ham,k u also dont msg reply msg
701,ham,much r willing pay
702,ham,sorry call later
703,ham,important prevent dehydration giving enough fluid
704,ham,thats bit weird even supposed happening good idea sure pub
705,ham,true dear sat pray evening felt sm time
706,ham,think get away trek long family town sorry
707,ham,wan na gym harri
708,ham,quite late lar ard anyway wun b drivin
709,spam,review keep fantastic nokia n gage game deck club nokia go www cnupdates com newsletter unsubscribe alert reply word
710,spam,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update stoptxt c
711,ham,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move said made student wont even start datz confidence
712,ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
713,spam,pm cost p
714,ham,save stress person dorm account send account detail money sent
715,ham,also know lunch menu da know
716,ham,stuff sell tell
717,spam,urgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max
718,ham,book lesson msg call work sth going get spec membership px
719,spam,guaranteed cash prize claim yr prize call customer service representative pm
720,ham,macha dont feel upset assume mindset believe one evening wonderful plan u let life begin call anytime
721,ham,oh send address
722,ham,fine anytime best
723,ham,wondar full flim
724,ham,ya even cooky jelly
725,ham,world running still maybe feeling admit mad correction let call life keep running world may u r also running let run
726,ham,got look scrumptious daddy want eat night long
727,ham,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
728,ham,alright omw got ta change order half th
729,ham,exactly anyways far jide study visiting
730,ham,dunno u ask
731,spam,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call
732,ham,spring coming early yay
733,ham,lol feel bad use money take steak dinner
734,ham,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply
735,ham,leaving qatar tonite search opportunity went fast pls add ur prayer dear rakhesh
736,ham,one talking
737,ham,thanks looking really appreciate
738,spam,hi customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg
739,ham,wish
740,ham,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao
741,ham,yes glad made
742,ham,well little time thing good time ahead
743,ham,got room soon put clock back til shouted everyone get realised wahay another hour bed
744,ham,ok may free gym
745,ham,men like shorter lady gaze eye
746,ham,dunno jus say go lido time
747,ham,promise take good care princess run please send pic get chance ttyl
748,spam,u subscribed best mobile content service uk per day send stop helpline
749,ham,reason spoken year anyways great week best exam
750,ham,monday next week give full gist
751,spam,realize year thousand old lady running around tattoo
752,spam,important customer service announcement premier
753,ham,dont gim lip caveboy
754,ham,get library
755,ham,realy sorry recognise number confused r u please
756,ham,didnt holla
757,ham,cant think anyone spare room top head
758,ham,faith make thing possible hope make thing work love make thing beautiful may three christmas merry christmas
759,ham,u made appointment
760,ham,call carlos phone vibrate acting might hear text
761,spam,romantic paris night flight book next year call t c apply
762,ham,grandma oh dear u still ill felt shit morning think hungover another night leave sat
763,spam,urgent ur guaranteed award still unclaimed call closingdate claimcode pmmorefrommobile bremoved mobypobox l yf
764,ham,nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor
765,ham,wishing family merry x ma happy new year advance
766,spam,ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub
